,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Price category
4962,436000.0,3,2,1800,6680,2,0,0,3,8,1800,0,1983,0,98034,47.7293,-122.223,1630,8621,High price
4963,450000.0,3,1,1540,9154,1,0,0,3,8,1540,0,1983,0,98074,47.6207,-122.042,1990,10273,High price
4964,588500.0,3,1,2330,14892,1,0,0,3,8,1970,360,1980,0,98074,47.6267,-122.046,2570,14217,Middle price
4965,340000.0,4,1,1400,8374,1,0,0,3,7,1400,0,1953,0,98166,47.4735,-122.344,1420,8360,Low price
4966,482000.0,4,2,2846,85377,1,0,0,3,8,1976,870,2000,0,98001,47.317,-122.281,1696,57934,High price
4967,1575000.0,4,3,5830,131116,2,0,0,3,11,5830,0,2005,0,98024,47.5986,-121.949,5340,207206,High price
4968,749000.0,3,2,3380,7126,2,0,0,3,8,3380,0,1965,2003,98008,47.6276,-122.122,1810,7308,Middle price
4969,330000.0,3,1,1440,7875,1,0,0,4,8,1440,0,1968,0,98058,47.4561,-122.148,1800,8964,Low price
4970,568000.0,3,2,1740,1279,3,0,0,3,8,1740,0,2008,0,98116,47.5891,-122.387,1740,1280,Middle price
4971,239000.0,3,1,1470,8925,1,0,0,4,7,1470,0,1957,0,98022,47.2026,-122.0,1430,9282,Low price
4972,528000.0,3,2,2810,4932,2,0,0,3,8,2810,0,2003,0,98011,47.7739,-122.227,2470,4919,Middle price
4973,385000.0,4,3,2090,5102,1,0,0,3,7,1350,740,1994,0,98106,47.5427,-122.356,2090,5102,Low price
4974,825000.0,4,3,4110,14219,2,0,2,4,10,2570,1540,1979,0,98028,47.7382,-122.264,2760,12283,High price
4975,815000.0,5,3,3230,5000,2,0,1,3,9,2350,880,2002,0,98136,47.5202,-122.393,1520,5000,High price
4976,625000.0,4,2,2601,34335,2,0,0,3,9,2601,0,1995,0,98072,47.742,-122.087,2080,32336,Middle price
4977,690000.0,3,1,2070,6000,1,0,3,3,8,1340,730,1955,0,98136,47.5226,-122.382,2200,6000,Middle price
4978,210000.0,3,1,1660,7440,1,0,0,3,7,1270,390,1957,0,98106,47.5242,-122.362,1540,7440,Low price
4979,599000.0,4,1,1590,4280,1,0,0,3,7,1590,0,1924,0,98103,47.667,-122.335,2230,4280,Middle price
4980,860000.0,3,1,1860,5584,1,0,0,3,8,1310,550,1951,0,98199,47.637,-122.4,1630,6022,High price
4981,147200.0,3,1,1420,9600,1,0,0,4,6,1420,0,1954,0,98188,47.4232,-122.292,1400,8415,Low price
4982,476900.0,3,1,1240,5758,1,0,0,4,6,960,280,1910,0,98116,47.5675,-122.396,1460,5750,High price
4983,450000.0,4,2,2500,36254,1,0,0,4,8,1590,910,1978,0,98027,47.4685,-122.004,2360,36254,High price
4984,570000.0,4,2,2640,11816,2,0,0,3,8,2640,0,1999,0,98019,47.733,-121.968,2400,11816,Middle price
4985,567500.0,3,1,1440,3060,1,0,0,4,7,1440,0,1910,0,98115,47.6769,-122.307,1440,3570,Middle price
4986,790000.0,5,3,3030,20446,2,0,2,3,9,2130,900,1976,0,98008,47.6133,-122.106,2890,20908,Middle price
4987,875000.0,3,1,1820,12686,1,0,0,4,7,1820,0,1952,0,98004,47.5886,-122.195,3020,11550,High price
4988,490000.0,3,2,2220,10275,2,0,0,3,9,1640,580,1980,0,98027,47.5304,-122.055,2300,9975,High price
4989,335000.0,3,1,2430,9133,1,0,0,4,7,1410,1020,1978,0,98059,47.5116,-122.157,1980,9592,Low price
4990,550000.0,3,1,1670,10798,1,0,0,4,8,1670,0,1962,0,98006,47.549,-122.17,2290,10798,Middle price
4991,385000.0,3,1,1180,10541,1,0,0,4,7,940,240,1981,0,98074,47.6348,-122.032,1230,10879,Low price
4992,395000.0,3,1,1620,8085,1,0,0,3,7,1210,410,1976,0,98011,47.7349,-122.197,1700,8085,Low price
4993,650000.0,2,1,1030,5750,1,0,0,5,8,1030,0,1928,0,98116,47.5861,-122.391,1570,5750,Middle price
4994,637000.0,4,2,2900,5803,2,0,0,3,9,2900,0,2007,0,98028,47.7368,-122.232,2900,6212,Middle price
4995,692500.0,3,2,3420,9900,1,0,0,3,9,1710,1710,1963,2004,98028,47.7412,-122.256,2290,10700,Middle price
4996,322400.0,3,1,1710,15844,1,0,0,4,8,1710,0,1964,0,98059,47.4706,-122.1,1990,20359,Low price
4997,233500.0,3,1,1580,10517,1,0,0,4,6,1580,0,1957,0,98002,47.2903,-122.214,1400,10658,Low price
4998,400000.0,3,2,1230,11413,1,0,0,3,7,990,240,1984,0,98074,47.6321,-122.034,1570,11517,High price
4999,547000.0,5,2,2200,4080,1,0,0,5,7,1420,780,1916,0,98103,47.6872,-122.35,1300,4080,Middle price
5000,519000.0,5,2,2570,13054,1,0,1,3,8,1470,1100,1950,1992,98166,47.4487,-122.352,2570,19807,Middle price
5001,1025000.0,4,3,3320,19850,1,0,2,4,10,2040,1280,1977,0,98040,47.527,-122.228,3240,15470,High price
5002,365000.0,3,1,1090,6435,1,0,0,4,7,1090,0,1955,0,98106,47.5334,-122.365,1340,6435,Low price
5003,699000.0,5,2,2970,36817,2,0,0,4,8,2970,0,1978,0,98072,47.7731,-122.139,2730,29150,Middle price
5004,525000.0,3,1,1970,8000,1,0,0,4,8,1970,0,1968,0,98052,47.6324,-122.1,1910,8000,Middle price
5005,430000.0,4,3,3220,8936,2,0,0,3,9,2450,770,1990,0,98031,47.4208,-122.213,2810,10500,High price
5006,325000.0,3,1,1600,7500,1,0,0,3,7,1600,0,1966,0,98034,47.7198,-122.182,2050,7200,Low price
5007,279000.0,2,1,670,6300,1,0,0,5,6,670,0,1942,0,98126,47.5161,-122.374,760,6300,Low price
5008,805000.0,4,1,2360,4750,2,0,0,5,7,1660,700,1911,0,98115,47.6729,-122.293,1810,4750,High price
5009,419950.0,3,3,2150,3962,1,0,0,3,7,1540,610,1949,0,98125,47.7183,-122.285,1730,4609,High price
5010,425000.0,2,1,620,4455,1,0,0,3,6,620,0,1927,0,98117,47.6877,-122.395,1180,5000,High price
5011,446000.0,4,1,1730,5922,2,0,0,5,7,1730,0,1949,0,98125,47.7188,-122.321,1700,6127,High price
5012,455000.0,5,2,2500,7860,1,0,0,3,7,1040,1460,1963,0,98034,47.7212,-122.226,2060,9684,High price
5013,226550.0,3,1,990,4440,1,0,0,3,6,990,0,1943,0,98106,47.522,-122.354,990,6771,Low price
5014,764000.0,3,2,1420,4080,1,0,0,5,8,1420,0,1904,0,98103,47.6801,-122.348,1220,3060,Middle price
5015,439950.0,3,2,2170,15000,2,0,0,4,8,2170,0,1978,0,98042,47.3863,-122.158,2430,14256,High price
5016,453000.0,4,2,1880,5100,1,0,0,3,8,1880,0,1952,0,98103,47.6872,-122.349,1610,4590,High price
5017,219950.0,3,1,1300,9620,1,0,0,3,7,1300,0,1971,0,98003,47.282,-122.331,1420,9620,Low price
5018,702500.0,3,1,2360,6750,2,0,0,5,7,1930,430,1926,0,98103,47.6923,-122.332,1320,4500,Middle price
5019,285000.0,3,1,1780,12231,1,0,0,4,8,1780,0,1956,0,98003,47.335,-122.321,2460,12663,Low price
5020,798750.0,2,2,2160,2578,3,0,0,3,8,2160,0,2005,0,98103,47.6607,-122.354,1800,2142,Middle price
5021,320000.0,2,1,950,5316,1,0,2,3,7,950,0,1948,0,98126,47.57,-122.38,1620,6085,Low price
5022,425000.0,3,1,1680,14630,1,0,0,3,8,1680,0,1985,0,98027,47.5272,-122.044,1920,14630,High price
5023,540000.0,4,2,2290,4450,2,0,0,3,9,2290,0,2004,0,98072,47.7385,-122.169,2570,5096,Middle price
5024,1060000.0,4,5,4140,14757,2,0,2,3,11,4140,0,2005,0,98075,47.5871,-121.969,4440,15523,High price
5025,1165000.0,4,3,3920,4500,3,0,0,3,8,3920,0,2013,0,98103,47.6805,-122.346,2040,3000,High price
5026,576000.0,3,1,1500,13891,1,0,0,4,7,1500,0,1951,0,98005,47.5866,-122.175,2020,13891,Middle price
5027,525000.0,3,1,1720,7200,1,0,0,3,7,1140,580,1977,0,98052,47.6977,-122.132,1700,8400,Middle price
5028,324950.0,4,2,2641,8615,2,0,0,3,7,2641,0,1998,0,98031,47.4038,-122.213,2641,8091,Low price
5029,600000.0,3,2,4930,77536,2,0,0,3,9,3930,1000,1981,0,98072,47.7634,-122.139,2760,7351,Middle price
5030,464000.0,3,2,2460,5400,1,0,0,4,8,1520,940,2001,0,98056,47.5231,-122.202,1745,5400,High price
5031,266000.0,4,2,1995,7102,2,0,0,4,8,1995,0,1981,0,98023,47.2986,-122.37,1880,7950,Low price
5032,775000.0,3,2,3010,74390,2,0,0,3,10,3010,0,1998,0,98053,47.6442,-121.999,3240,109771,Middle price
5033,415000.0,3,1,1270,4800,1,0,0,3,7,1270,0,1952,2014,98126,47.5362,-122.376,1220,4800,High price
5034,550000.0,4,2,3080,6731,2,0,3,3,9,3080,0,2003,0,98058,47.4522,-122.118,3080,6731,Middle price
5035,235000.0,3,2,1670,7606,2,0,0,3,7,1670,0,1990,0,98022,47.1949,-121.982,1670,7433,Low price
5036,280000.0,3,2,1470,8089,1,0,0,3,7,1470,0,1987,0,98198,47.3878,-122.316,1530,7721,Low price
5037,459000.0,3,1,1730,7807,1,0,0,3,7,1260,470,1976,0,98034,47.7211,-122.169,1800,7650,High price
5038,195000.0,3,1,1070,7615,1,0,0,4,7,1070,0,1969,0,98023,47.3189,-122.373,1240,6906,Low price
5039,235000.0,3,1,1660,8738,1,0,0,4,7,1080,580,1959,0,98002,47.3117,-122.208,1500,8466,Low price
5040,711800.0,4,2,2410,16650,1,0,0,4,8,2410,0,1965,0,98006,47.5706,-122.163,2720,11141,Middle price
5041,440000.0,3,2,1040,1032,3,0,0,3,7,1040,0,2007,0,98107,47.6673,-122.377,1290,1275,High price
5042,515000.0,2,1,970,3300,1,0,0,4,7,970,0,1916,0,98103,47.6609,-122.343,1060,3600,Middle price
5043,1200000.0,5,2,2910,9480,1,0,0,3,8,2910,0,1939,0,98105,47.6552,-122.278,2940,6600,High price
5044,560000.0,3,1,2340,12443,1,0,0,4,8,2340,0,1965,0,98006,47.5432,-122.177,1970,9600,Middle price
5045,340000.0,3,1,1880,11249,1,0,0,3,7,1330,550,1985,0,98001,47.3295,-122.257,1870,14547,Low price
5046,600000.0,2,1,1110,3500,1,0,0,3,6,970,140,1912,0,98102,47.6453,-122.327,1884,1778,Middle price
5047,764000.0,4,2,2790,7938,2,0,0,3,9,2790,0,1997,0,98074,47.6223,-122.026,2780,7779,Middle price
5048,337000.0,4,2,1590,8779,1,0,0,3,8,1590,0,2001,0,98019,47.7408,-121.974,2090,9600,Low price
5049,1385000.0,6,2,5700,20000,1,0,4,4,10,2850,2850,1977,0,98006,47.5601,-122.16,3690,15700,High price
5050,249000.0,4,1,1200,7552,1,0,0,3,6,1060,140,1919,0,98126,47.5317,-122.37,1580,7680,Low price
5051,350000.0,3,3,3200,35782,1,0,0,3,8,2360,840,1978,0,98042,47.4121,-122.154,3090,37887,Low price
5052,269950.0,3,2,1510,6000,1,0,0,4,7,1150,360,1993,0,98038,47.3484,-122.036,1510,6000,Low price
5053,735000.0,3,1,1880,108900,1,0,0,3,7,1880,0,1978,0,98075,47.5913,-122.01,2730,37731,Middle price
5054,1295000.0,4,2,3070,4000,2,0,0,4,8,2070,1000,1940,0,98105,47.659,-122.281,2560,4000,High price
5055,475000.0,4,2,2110,7560,2,0,0,4,8,2110,0,1974,0,98034,47.7331,-122.183,2110,7560,High price
5056,339000.0,3,2,2350,8459,1,0,0,3,9,2350,0,1989,0,98023,47.3043,-122.349,2430,8459,Low price
5057,600000.0,4,3,3270,15160,1,0,2,3,8,1660,1610,1997,0,98155,47.7437,-122.287,2790,15160,Middle price
5058,397500.0,4,1,2220,4760,1,0,0,3,7,1320,900,1918,0,98106,47.5215,-122.348,940,4760,Low price
5059,1525000.0,4,3,5990,111078,2,0,0,3,11,5990,0,2004,0,98053,47.667,-121.994,4690,118918,High price
5060,460000.0,3,2,1760,9055,2,0,0,4,7,1760,0,1985,0,98052,47.6534,-122.128,2010,9383,High price
5061,370000.0,4,2,2200,5207,1,0,0,5,7,1120,1080,1951,0,98133,47.74,-122.343,1210,6008,Low price
5062,250000.0,4,1,1550,7296,1,0,0,3,6,1550,0,1957,0,98106,47.5184,-122.366,1370,7680,Low price
5063,1100000.0,4,3,5070,60123,2,0,0,3,11,5070,0,2000,0,98053,47.6567,-122.004,4920,101930,High price
5064,430000.0,2,2,1040,1516,2,0,0,3,8,1040,0,2008,0,98122,47.6037,-122.307,1560,1920,High price
5065,1085000.0,3,1,2560,4000,1,0,0,5,8,1660,900,1927,0,98112,47.6384,-122.279,2560,4000,High price
5066,670000.0,3,1,1850,8160,1,0,0,3,8,1850,0,1952,0,98177,47.7241,-122.363,1600,8160,Middle price
5067,461550.0,3,1,2090,11895,1,0,0,3,7,1790,300,1954,0,98118,47.5362,-122.267,2180,11072,High price
5068,479990.0,3,2,2010,2386,2,0,0,3,8,1390,620,2014,0,98029,47.5525,-121.998,1690,1870,High price
5069,643000.0,4,2,2518,4663,2,0,0,3,8,2518,0,2005,0,98075,47.5894,-122.017,2280,4525,Middle price
5070,607000.0,3,2,2810,12813,2,0,0,3,8,2040,770,1988,0,98052,47.6796,-122.114,1890,10336,Middle price
5071,625000.0,3,2,2600,10092,1,0,0,3,9,2600,0,1984,0,98074,47.6223,-122.032,2440,9298,Middle price
5072,731100.0,3,2,2060,8778,1,0,0,3,8,1160,900,1953,2010,98136,47.5245,-122.384,1990,7560,Middle price
5073,859000.0,3,2,2920,434728,2,0,3,4,8,2920,0,1999,0,98042,47.3809,-122.13,3150,55216,High price
5074,435000.0,4,2,2130,10375,2,0,0,4,8,2130,0,1986,0,98058,47.4381,-122.16,2220,8508,High price
5075,465000.0,3,3,2290,15600,1,0,0,3,8,1420,870,1948,1990,98001,47.3558,-122.29,1890,14143,High price
5076,740000.0,3,1,1230,6380,1,0,0,3,7,1230,0,1927,0,98115,47.6947,-122.315,1250,6380,Middle price
5077,740000.0,3,1,2020,9478,1,0,0,4,9,2020,0,1961,0,98040,47.5383,-122.238,3050,15594,Middle price
5078,250000.0,3,2,1430,7280,1,0,0,3,7,990,440,1980,0,98030,47.3742,-122.18,1430,7280,Low price
5079,656000.0,2,2,2270,1763,3,0,0,3,7,1820,450,2009,0,98052,47.6757,-122.121,2180,1763,Middle price
5080,300000.0,4,2,1910,8058,2,0,0,3,8,1910,0,1992,0,98031,47.3891,-122.172,1910,6500,Low price
5081,643000.0,3,1,1780,214315,1,0,0,3,7,1780,0,1954,0,98077,47.7631,-122.028,2740,133419,Middle price
5082,311000.0,4,2,2690,6124,2,0,0,3,7,2690,0,2007,0,98042,47.3343,-122.058,2300,6002,Low price
5083,360000.0,3,1,1330,7482,1,0,0,4,7,1330,0,1975,0,98034,47.7322,-122.207,1480,8096,Low price
5084,475000.0,4,2,3060,10043,1,0,0,4,8,1700,1360,1968,0,98133,47.7387,-122.337,1630,8296,High price
5085,469950.0,3,3,1760,1778,3,0,0,3,8,1760,0,2008,0,98125,47.7201,-122.301,1520,1615,High price
5086,240000.0,3,1,1570,8750,1,0,0,3,7,1570,0,1960,0,98148,47.4425,-122.333,1890,8825,Low price
5087,232000.0,2,1,960,8100,1,0,0,3,6,810,150,1936,0,98168,47.494,-122.304,960,12150,Low price
5088,350000.0,3,2,1680,81893,1,0,0,3,7,1680,0,1991,0,98092,47.3248,-122.179,2480,38637,Low price
5089,803000.0,2,1,1440,33747,1,0,0,3,7,1440,0,1928,0,98034,47.7223,-122.209,1980,8400,High price
5090,355000.0,3,2,1960,7000,1,0,0,3,8,1600,360,1980,0,98058,47.4427,-122.126,1980,7140,Low price
5091,475000.0,4,2,1790,2250,1,0,2,4,7,840,950,1909,0,98103,47.6526,-122.345,1440,1545,High price
5092,823000.0,3,2,2560,9825,2,0,0,4,9,2560,0,1988,0,98006,47.5497,-122.145,2710,12034,High price
5093,395000.0,2,1,1010,3060,1,0,0,4,7,1010,0,1918,0,98103,47.6897,-122.354,1160,4080,Low price
5094,499000.0,4,3,2560,5250,2,0,0,3,7,1900,660,1963,2006,98133,47.7326,-122.342,1400,5250,High price
5095,420000.0,2,1,1200,3136,1,0,0,3,7,800,400,1904,2005,98122,47.6132,-122.297,1330,3164,High price
5096,961500.0,3,2,3910,14000,2,0,0,3,10,3910,0,1999,0,98008,47.6374,-122.12,2280,14000,High price
5097,833000.0,4,1,2260,12238,1,0,0,3,9,2260,0,1967,0,98005,47.5976,-122.178,2430,10204,High price
5098,479000.0,3,2,2110,11319,2,0,0,4,8,2110,0,1978,0,98072,47.742,-122.105,1860,11319,High price
5099,1150000.0,4,2,3340,10422,2,0,0,3,10,3340,0,1996,0,98033,47.6515,-122.197,1770,9490,High price
5100,267000.0,3,1,1400,8100,1,0,0,3,6,1400,0,1944,0,98125,47.7124,-122.289,1420,8100,Low price
5101,555000.0,4,1,1760,94525,1,0,0,3,7,1760,0,1988,0,98075,47.5882,-122.07,3030,34848,Middle price
5102,490000.0,3,2,2010,9725,2,0,0,4,8,2010,0,1987,0,98029,47.568,-122.018,1850,6858,High price
5103,619000.0,4,2,2300,3400,1,0,0,5,8,1550,750,1915,0,98117,47.678,-122.361,1670,4200,Middle price
5104,569950.0,5,2,2510,28185,1,0,0,4,7,1600,910,1963,0,98155,47.7719,-122.282,2910,14880,Middle price
5105,549000.0,3,2,1340,3000,2,0,0,5,7,1340,0,1905,0,98103,47.6857,-122.349,1120,3000,Middle price
5106,422500.0,3,1,1560,7245,1,0,0,3,7,1560,0,1962,1985,98052,47.6868,-122.119,2220,8502,High price
5107,400000.0,4,3,3350,9681,1,0,1,3,7,2140,1210,1980,0,98198,47.3978,-122.322,2580,9681,High price
5108,692500.0,4,2,3710,7984,2,0,0,3,9,3710,0,1999,0,98065,47.5352,-121.868,2950,7984,Middle price
5109,310000.0,4,2,2430,5499,2,0,0,3,8,2430,0,2002,0,98042,47.3779,-122.125,2890,5190,Low price
5110,499900.0,3,1,2430,8820,1,0,2,3,8,1630,800,1977,0,98178,47.4972,-122.233,2390,10050,High price
5111,492000.0,3,2,2100,7335,2,0,0,3,8,2100,0,1983,0,98074,47.647,-122.061,2050,8930,High price
5112,460000.0,2,2,1880,40575,1,0,0,3,9,1880,0,1987,0,98024,47.5614,-121.899,1930,32935,High price
5113,800000.0,3,2,1630,2640,2,0,0,5,8,1630,0,1919,0,98119,47.6452,-122.371,1630,3000,High price
5114,832600.0,4,1,1640,4200,1,0,0,3,7,1640,0,1925,0,98103,47.6601,-122.332,1730,3990,High price
5115,470000.0,4,2,2310,7350,1,0,0,3,8,1670,640,1989,0,98011,47.7505,-122.182,2600,6077,High price
5116,542000.0,2,2,1930,4500,1,0,0,3,8,1930,0,2003,0,98053,47.7104,-122.031,1670,5200,Middle price
5117,1309500.0,4,4,4750,13912,2,0,2,3,10,3600,1150,2005,0,98118,47.5332,-122.265,3600,22124,High price
5118,308130.0,4,2,2300,7500,1,0,3,2,7,1650,650,1959,0,98198,47.4125,-122.33,2300,7500,Low price
5119,310000.0,2,1,1050,2699,1,0,0,3,7,1050,0,2005,0,98029,47.5471,-121.996,1240,2671,Low price
5120,235000.0,2,1,1500,8015,1,0,0,3,6,1500,0,1947,0,98146,47.5027,-122.348,1130,8015,Low price
5121,215000.0,3,1,1150,7560,1,0,0,4,6,1150,0,1958,0,98058,47.4613,-122.184,1230,7560,Low price
5122,210000.0,4,1,1920,10403,1,0,0,3,7,1370,550,1959,0,98023,47.2987,-122.366,1550,9619,Low price
5123,730000.0,4,2,3660,150282,2,0,0,3,10,3660,0,1990,0,98053,47.6813,-122.048,3090,53578,Middle price
5124,245000.0,3,1,1720,9342,1,0,0,4,7,1140,580,1981,0,98092,47.3177,-122.182,1330,7540,Low price
5125,540000.0,3,2,2100,20018,1,0,4,3,8,1470,630,1948,0,98166,47.4544,-122.366,2410,17196,Middle price
5126,299000.0,4,2,2400,6078,2,0,0,3,8,2400,0,2001,0,98001,47.2606,-122.285,2406,7642,Low price
5127,510000.0,3,2,2540,40106,2,0,0,3,10,2540,0,1991,0,98074,47.6037,-122.043,3190,71797,Middle price
5128,198000.0,4,1,2080,7200,1,0,0,4,7,1050,1030,1966,0,98001,47.3385,-122.282,1500,7350,Low price
5129,950000.0,5,3,3400,7452,2,0,0,3,10,3400,0,1999,0,98007,47.6141,-122.136,2650,8749,High price
5130,300000.0,4,1,2200,7600,2,0,0,3,8,2200,0,1978,0,98092,47.3131,-122.191,1910,7600,Low price
5131,528000.0,5,1,2140,8580,1,0,0,3,7,1200,940,1962,0,98033,47.6625,-122.178,1600,9206,Middle price
5132,507000.0,5,3,3850,16249,2,0,2,3,9,3030,820,2002,0,98092,47.3324,-122.168,2640,7393,Middle price
5133,770000.0,4,3,4270,6384,2,0,0,3,9,3060,1210,2001,0,98065,47.5362,-121.874,2850,6285,Middle price
5134,255000.0,3,1,1340,7210,1,0,0,4,7,1340,0,1975,0,98031,47.4182,-122.167,1370,7210,Low price
5135,220000.0,1,1,1100,3451,1,0,0,4,8,1100,0,1978,0,98198,47.3829,-122.322,1400,4560,Low price
5136,690700.0,5,2,2870,5349,2,0,0,3,9,2870,0,2005,0,98059,47.5405,-122.187,2800,5000,Middle price
5137,447000.0,2,1,1320,8380,1,0,0,3,7,1320,0,1953,0,98177,47.705,-122.367,1290,8025,High price
5138,755000.0,6,2,2150,4505,1,0,0,3,7,1270,880,1952,0,98119,47.6514,-122.369,1740,4505,Middle price
5139,700000.0,4,1,2470,6000,1,0,0,3,7,1480,990,1940,0,98199,47.6365,-122.391,2140,4000,Middle price
5140,250000.0,4,2,1910,7700,1,0,0,4,7,1000,910,1980,0,98030,47.369,-122.17,1880,7875,Low price
5141,320000.0,3,2,2130,6969,2,0,0,3,7,2130,0,2003,0,98038,47.3655,-122.027,1670,9545,Low price
5142,565000.0,4,2,2240,14667,2,0,0,4,9,2240,0,1989,0,98059,47.5276,-122.161,2410,11243,Middle price
5143,754300.0,5,2,1800,4500,2,0,0,4,7,1680,120,1939,0,98107,47.6648,-122.358,1730,4500,Middle price
5144,650000.0,3,1,2160,9000,1,0,2,4,8,1400,760,1949,0,98177,47.7241,-122.369,3010,9000,Middle price
5145,529888.0,4,2,3140,8455,2,0,0,3,8,3140,0,2003,0,98059,47.4866,-122.147,3140,7391,Middle price
5146,432000.0,3,2,1920,9812,2,0,0,3,8,1920,0,2000,0,98028,47.7633,-122.243,1830,10534,High price
5147,235000.0,3,1,1050,7670,1,0,0,5,7,1050,0,1955,0,98022,47.2046,-121.996,1220,7670,Low price
5148,994900.0,4,3,3695,6556,2,0,0,3,9,3695,0,2014,0,98053,47.683,-122.015,4160,6786,High price
5149,489000.0,4,2,3910,8442,2,0,0,3,9,2710,1200,2000,0,98038,47.3766,-122.027,2650,7576,High price
5150,800000.0,4,2,3010,7427,2,0,0,3,8,3010,0,2010,0,98052,47.7068,-122.112,3000,4929,High price
5151,370000.0,4,1,1370,9957,1,0,0,3,7,900,470,1972,0,98034,47.7237,-122.181,1510,8088,Low price
5152,436000.0,4,2,2080,9600,1,0,0,3,8,1240,840,1979,0,98034,47.7149,-122.235,1880,9525,High price
5153,395000.0,3,2,2250,3757,2,0,0,3,7,2250,0,2006,0,98059,47.4787,-122.129,2250,4556,Low price
5154,377691.0,5,1,2120,8399,1,0,0,4,7,1320,800,1942,0,98133,47.7621,-122.335,2120,8398,Low price
5155,370000.0,5,3,2220,5185,2,0,3,3,7,2220,0,2003,0,98118,47.543,-122.29,2340,6316,Low price
5156,515000.0,3,2,1440,4394,1,0,0,5,8,1440,0,1987,0,98029,47.5688,-122.019,1900,5893,Middle price
5157,169000.0,3,1,910,7686,1,0,0,3,7,910,0,1969,0,98001,47.3405,-122.288,1020,7686,Low price
5158,475000.0,3,1,1270,4268,1,0,0,3,7,1270,0,1921,0,98117,47.6848,-122.392,1310,4080,High price
5159,420000.0,3,2,2480,6180,2,0,0,3,9,2480,0,1999,0,98031,47.4044,-122.208,2870,6180,High price
5160,1297000.0,6,2,2630,9420,2,0,0,5,9,2510,120,1900,0,98103,47.6695,-122.337,1540,4969,High price
5161,822000.0,3,2,2410,13300,2,0,0,3,9,1840,570,1985,0,98006,47.5632,-122.148,2930,10900,High price
5162,1500000.0,4,2,2930,25697,1,0,0,4,9,2310,620,1964,0,98004,47.6264,-122.226,3810,20681,High price
5163,485000.0,3,2,1570,6810,1,0,0,3,8,1180,390,1988,0,98074,47.6176,-122.044,1620,6584,High price
5164,270000.0,4,1,1900,8505,1,0,0,3,7,1200,700,1956,0,98055,47.4406,-122.196,1440,8505,Low price
5165,300000.0,6,2,2590,11250,1,0,0,4,8,1390,1200,1978,0,98055,47.4608,-122.196,2270,8360,Low price
5166,878000.0,4,2,3810,7728,2,0,0,3,9,3810,0,2007,0,98074,47.5925,-122.058,3290,7728,High price
5167,590000.0,3,2,2290,4203,2,0,0,3,9,2290,0,2001,0,98006,47.5441,-122.172,2290,5089,Middle price
5168,611900.0,1,2,1220,2100,2,0,2,4,8,1220,0,1946,1979,98033,47.6703,-122.204,3150,6000,Middle price
5169,240000.0,3,1,1100,7373,1,0,0,4,7,1100,0,1968,0,98092,47.3124,-122.183,1430,8415,Low price
5170,395000.0,4,2,2810,10951,2,0,0,3,8,2810,0,2003,0,98092,47.3249,-122.187,1680,6625,Low price
5171,169000.0,3,1,890,7110,1,0,0,3,6,890,0,1957,0,98178,47.4971,-122.261,1100,8375,Low price
5172,200500.0,3,2,1280,14972,1,0,0,3,7,1280,0,1963,0,98031,47.4129,-122.209,1800,9698,Low price
5173,308000.0,3,2,2320,7140,2,0,0,3,8,2320,0,1990,0,98003,47.275,-122.295,2360,7955,Low price
5174,290256.0,3,2,1720,7885,2,0,0,3,8,1720,0,1983,0,98023,47.3136,-122.344,2340,7885,Low price
5175,279950.0,3,1,1530,8800,1,0,0,4,7,1040,490,1967,0,98058,47.4483,-122.158,1530,8690,Low price
5176,195000.0,3,1,1580,7875,1,0,0,3,7,1580,0,1979,0,98022,47.1958,-122.003,1560,8314,Low price
5177,630000.0,3,1,1360,13000,1,0,0,5,6,1360,0,1945,0,98010,47.3359,-122.033,1890,19650,Middle price
5178,1160000.0,4,3,2680,15438,2,0,2,3,8,2680,0,1902,1956,98039,47.6109,-122.226,4480,14406,High price
5179,478000.0,3,2,1640,3896,2,0,0,3,8,1640,0,1994,0,98029,47.5689,-122.006,1780,3999,High price
5180,835000.0,3,2,2520,6690,2,0,2,5,8,1700,820,1944,1990,98126,47.5705,-122.381,1990,5792,High price
5181,639000.0,3,2,1400,2421,2,0,0,3,9,1400,0,2005,0,98034,47.695,-122.169,1500,2743,Middle price
5182,623000.0,4,2,2300,12633,2,0,0,3,9,2300,0,1984,0,98074,47.6218,-122.032,2240,9246,Middle price
5183,220000.0,3,1,1900,7680,1,0,0,3,7,1260,640,1959,0,98178,47.5081,-122.266,2000,7740,Low price
5184,526000.0,3,2,2000,18099,1,0,0,4,8,1250,750,1978,0,98006,47.5443,-122.18,2060,12000,Middle price
5185,243500.0,2,1,900,5016,1,0,0,3,6,900,0,1948,0,98118,47.542,-122.282,1420,5184,Low price
5186,750000.0,4,2,2980,4930,2,0,0,3,9,2890,90,2000,0,98006,47.5445,-122.12,2980,6099,Middle price
5187,329000.0,4,2,1850,9126,1,0,0,5,7,1850,0,1963,0,98059,47.5009,-122.164,1730,9110,Low price
5188,525000.0,4,1,1570,4000,1,0,0,3,7,1570,0,1920,0,98102,47.6275,-122.321,1610,4000,Middle price
5189,190000.0,2,1,670,3101,1,0,0,4,6,670,0,1948,0,98118,47.5546,-122.274,1660,4100,Low price
